,game,model,experiment,episode,metric,value
2426,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Main Score,100.0
2427,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Summarisation Penatly,0.0
2428,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Conversational turns A,2.0
2429,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Conversational turns B,1.0
2430,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Average Char Count A,154.0
2431,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Average Char Count B,313.0
2432,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Average Word Count A,28.0
2433,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Average Word Count B,56.0
2434,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Average Sentence Count A,10.92
2435,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_7,Average Sentence Count B,11.33
2436,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,n Turns,3.0
2437,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Request Count,7.0
2438,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Parsed Request Count,7.0
2439,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Violated Request Count,0.0
2440,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Request Success Ratio,1.0
2441,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Success,1.0
2442,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Lose,0.0
2443,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Aborted,0.0
2444,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Text Fail,0.0
2445,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,JSON Fail,0.0
2446,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Task Success Rate,1.0
2447,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Main Score,100.0
2448,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Summarisation Penatly,0.0
2449,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Conversational turns A,3.0
2450,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Conversational turns B,2.0
2451,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Average Char Count A,155.33
2452,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Average Char Count B,301.5
2453,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Average Word Count A,28.67
2454,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Average Word Count B,51.5
2455,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Average Sentence Count A,12.61
2456,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_2,Average Sentence Count B,12.2
2457,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,n Turns,3.0
2458,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Request Count,7.0
2459,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Parsed Request Count,7.0
2460,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Violated Request Count,0.0
2461,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Request Success Ratio,1.0
2462,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Success,1.0
2463,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Lose,0.0
2464,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Aborted,0.0
2465,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Text Fail,0.0
2466,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,JSON Fail,0.0
2467,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Task Success Rate,1.0
2468,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Main Score,100.0
2469,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Summarisation Penatly,0.0
2470,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Conversational turns A,3.0
2471,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Conversational turns B,2.0
2472,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Average Char Count A,105.0
2473,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Average Char Count B,211.5
2474,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Average Word Count A,18.33
2475,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Average Word Count B,36.0
2476,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Average Sentence Count A,10.22
2477,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_4,Average Sentence Count B,10.97
2478,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,n Turns,2.0
2479,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Request Count,4.0
2480,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Parsed Request Count,4.0
2481,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Violated Request Count,0.0
2482,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Request Success Ratio,1.0
2483,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Success,1.0
2484,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Lose,0.0
2485,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Aborted,0.0
2486,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Text Fail,0.0
2487,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,JSON Fail,0.0
2488,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Task Success Rate,1.0
2489,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Main Score,96.0
2490,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Summarisation Penatly,4.0
2491,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Conversational turns A,2.0
2492,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Conversational turns B,1.0
2493,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Average Char Count A,119.5
2494,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Average Char Count B,232.0
2495,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Average Word Count A,20.0
2496,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Average Word Count B,38.0
2497,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Average Sentence Count A,8.5
2498,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_9,Average Sentence Count B,9.2
2499,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,n Turns,3.0
2500,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Request Count,7.0
2501,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Parsed Request Count,7.0
2502,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Violated Request Count,0.0
2503,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Request Success Ratio,1.0
2504,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Success,1.0
2505,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Lose,0.0
2506,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Aborted,0.0
2507,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Text Fail,0.0
2508,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,JSON Fail,0.0
2509,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Task Success Rate,1.0
2510,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Main Score,100.0
2511,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Summarisation Penatly,0.0
2512,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Conversational turns A,3.0
2513,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Conversational turns B,2.0
2514,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Average Char Count A,111.67
2515,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Average Char Count B,257.0
2516,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Average Word Count A,19.67
2517,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Average Word Count B,46.5
2518,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Average Sentence Count A,9.89
2519,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,0_no-reprompt_5db,episode_0,Average Sentence Count B,17.4
2520,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,n Turns,4.0
2521,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Request Count,10.0
2522,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Parsed Request Count,10.0
2523,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Violated Request Count,0.0
2524,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Request Success Ratio,1.0
2525,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Success,1.0
2526,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Lose,0.0
2527,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Aborted,0.0
2528,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Text Fail,0.0
2529,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,JSON Fail,0.0
2530,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Task Success Rate,1.0
2531,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Main Score,99.0
2532,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Summarisation Penatly,1.0
2533,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Conversational turns A,4.0
2534,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Conversational turns B,3.0
2535,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Average Char Count A,92.75
2536,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Average Char Count B,178.0
2537,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Average Word Count A,16.75
2538,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Average Word Count B,33.67
2539,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Average Sentence Count A,10.25
2540,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_3,Average Sentence Count B,13.28
2541,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,n Turns,3.0
2542,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Request Count,7.0
2543,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Parsed Request Count,7.0
2544,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Violated Request Count,0.0
2545,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Request Success Ratio,1.0
2546,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Success,1.0
2547,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Lose,0.0
2548,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Aborted,0.0
2549,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Text Fail,0.0
2550,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,JSON Fail,0.0
2551,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Task Success Rate,1.0
2552,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Main Score,100.0
2553,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Summarisation Penatly,0.0
2554,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Conversational turns A,3.0
2555,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Conversational turns B,2.0
2556,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Average Char Count A,107.67
2557,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Average Char Count B,271.0
2558,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Average Word Count A,20.67
2559,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Average Word Count B,50.5
2560,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Average Sentence Count A,9.94
2561,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_6,Average Sentence Count B,15.6
2562,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,n Turns,3.0
2563,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Request Count,7.0
2564,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Parsed Request Count,7.0
2565,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Violated Request Count,0.0
2566,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Request Success Ratio,1.0
2567,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Success,1.0
2568,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Lose,0.0
2569,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Aborted,0.0
2570,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Text Fail,0.0
2571,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,JSON Fail,0.0
2572,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Task Success Rate,1.0
2573,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Main Score,100.0
2574,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Summarisation Penatly,0.0
2575,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Conversational turns A,3.0
2576,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Conversational turns B,2.0
2577,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Average Char Count A,97.33
2578,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Average Char Count B,191.5
2579,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Average Word Count A,17.33
2580,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Average Word Count B,33.5
2581,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Average Sentence Count A,11.22
2582,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_8,Average Sentence Count B,14.05
2583,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,n Turns,11.0
2584,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Request Count,30.0
2585,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Parsed Request Count,30.0
2586,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Violated Request Count,0.0
2587,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Request Success Ratio,1.0
2588,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Success,0.0
2589,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Lose,1.0
2590,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Aborted,0.0
2591,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Text Fail,0.0
2592,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,JSON Fail,0.0
2593,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Task Success Rate,0.0
2594,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Main Score,0.0
2595,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Summarisation Penatly,50.0
2596,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Conversational turns A,10.0
2597,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Conversational turns B,10.0
2598,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Average Char Count A,257.9
2599,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Average Char Count B,94.0
2600,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Average Word Count A,46.7
2601,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Average Word Count B,14.0
2602,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Average Sentence Count A,14.76
2603,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_5,Average Sentence Count B,9.0
2604,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,n Turns,4.0
2605,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Request Count,10.0
2606,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Parsed Request Count,10.0
2607,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Violated Request Count,0.0
2608,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Request Success Ratio,1.0
2609,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Success,1.0
2610,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Lose,0.0
2611,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Aborted,0.0
2612,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Text Fail,0.0
2613,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,JSON Fail,0.0
2614,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Task Success Rate,1.0
2615,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Main Score,99.0
2616,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Summarisation Penatly,1.0
2617,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Conversational turns A,4.0
2618,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Conversational turns B,3.0
2619,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Average Char Count A,125.0
2620,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Average Char Count B,247.33
2621,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Average Word Count A,23.25
2622,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Average Word Count B,45.67
2623,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Average Sentence Count A,11.33
2624,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_1,Average Sentence Count B,17.87
2625,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,n Turns,3.0
2626,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Request Count,7.0
2627,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Parsed Request Count,7.0
2628,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Violated Request Count,0.0
2629,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Request Success Ratio,1.0
2630,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Success,0.0
2631,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Lose,1.0
2632,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Aborted,0.0
2633,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Text Fail,0.0
2634,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,JSON Fail,0.0
2635,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Task Success Rate,0.5
2636,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Main Score,50.0
2637,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Summarisation Penatly,0.0
2638,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Conversational turns A,3.0
2639,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Conversational turns B,2.0
2640,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Average Char Count A,149.0
2641,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Average Char Count B,361.5
2642,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Average Word Count A,27.0
2643,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Average Word Count B,61.0
2644,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Average Sentence Count A,10.78
2645,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_7,Average Sentence Count B,54.0
2646,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,n Turns,4.0
2647,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Request Count,10.0
2648,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Parsed Request Count,10.0
2649,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Violated Request Count,0.0
2650,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Request Success Ratio,1.0
2651,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Success,0.0
2652,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Lose,1.0
2653,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Aborted,0.0
2654,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Text Fail,0.0
2655,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,JSON Fail,0.0
2656,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Task Success Rate,0.5833333333333333
2657,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Main Score,56.33333333333333
2658,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Summarisation Penatly,2.0
2659,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Conversational turns A,4.0
2660,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Conversational turns B,3.0
2661,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Average Char Count A,118.5
2662,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Average Char Count B,299.0
2663,dialoguequest,grok-t0.0--grok-t0.0,2_reprompt_5db,episode_2,Average Word Count A,21.75
